종목명,항목,내용
인쇄기능사,진로 및 전망,"인쇄전문업체, 종합인쇄 및 출판업체, 신문사 및 정기간행물 발간업체, 광고회사, 인쇄기계 및 재료 수입업체, 인쇄재료 생산업체, 인쇄용지 제조업체, 스크린인쇄관련업체, 특수인쇄관련업체 등으로 진출할 수 있다. 인쇄물은 정보를 저장하고 전달하는 매개물로 지식, 정보산업의 원천이 된다. 최근 국민소득의 향상과 문화적 욕구의 증대로 인쇄물은 고급화, 다양화 되어가고, 특히 수요자들의 기호의 변화에 따른 다품종 소량화가 이루어지고 있다. 인쇄는 다양한 규격과 색상을 이용할 수 있다는 점에서 다품종 소량생산에 적합하고 서적, 잡지, 팜플렛 등에 널리 사용되고있다. 또한 제판·인쇄분야의 자동화, 기계화, 컴퓨터를 이용한 전자출판의 일반화로 생산성이 크게 향상되고 있고, 포장인쇄시장의 발달과 인쇄물의 수출이 꾸준히 증가하고 있어 인쇄시장의 발달과 인쇄물의 수출이 꾸준히 증가하고 있어 인쇄업의 전망을 밝게 해주고있다. 동시에 네트워크 기술의 발전과 전반적인 인쇄공정의 단축, 비용절감, 품질향상, 환경문제에 초점을 맞춘 인쇄기들이 등장하고 있다. 이에 따라 고도의 기술을 요하는 인쇄업의 특성상 우수한 기술자들을 많이 필요로 할 것으로 보인다. 반면 기능인력에 대한 수요는 점차 감소할 전망이다. 그렇지만 아직까지 국내 인쇄업체들 중에는 영세한 곳이 많고 근무환경도 좋지 않아 취업하려는 사람이 적고, 또한 숙련기능인력도 적은 편이어서 기능을 익혀 자격을 취득한다면 취업하는데 유리할 전망이다. "
인쇄기능사,출제경향," 잉크, 피인쇄체, 인쇄기계 등을 사용하여 인쇄기계에 판을 장착한 후 인쇄물을 제작하는 능력을 평가(공개문제 참조)"
인쇄기능사,취득방법,"① 시 행 처: 한국산업인력공단 ② 관련학과 : 공업계고등학교의 인쇄관련학과 ③ 시험과목 - 필기 : 1.인쇄일반, 2.인쇄재료, 3.인쇄작업 및 기계 - 실기 : 인쇄작업(오프셋선택, 스크린선택) ④ 검정방법 - 필기 : 전과목 혼합, 객관식 60문항 (60분) - 실기 : 작업형(오프셋 : 50분, 스크린: 2시간 30분) ⑤  합격기준 - 필기&실기 : 100점을 만점으로 하여 60점 이상. "
일식조리기능사,개요,"한식, 중식, 일식, 양식, 복어조리부문에 배속되어 제공될 음식에 대한 계획을 세우 고 조리할 재료를 선정, 구입, 검수하고 선정된 재료를 적정한 조리기구를 사용하여  조리 업무를 수행하며 음식을 제공하는 장소에서 조리시설 및 기구를 위생적으로 관 리, 유지하고, 필요한 각종 재료를 구입, 위생학적, 영양학적으로 저장 관리하면서  제공될 음식을 조리·제공하기 위한 전문인력을 양성하기 위하여 자격제도 제정. "
일식조리기능사,수행직무,"일식조리부문에 배속되어 제공될 음식에 대한 계획을 세우고 조리할 재료를 선정, 구 입, 검수하고 선정된 재료를 적정한 조리기구를 사용하여 조리업무를 수행함 또한 음식 을 제공하는 장소에서 조리시설 및 기구를 위생적으로 관리, 유지하고, 필요한 각종 재 료를 구입, 위생학적, 영양학적으로 저장 관리하면서 제공될 음식을 조리하여 제공하 는 직종임. "
일식조리기능사,실시기관 홈페이지,http://t.q-net.or.kr
일식조리기능사,실시기관명,한국기술자격검정원
일식조리기능사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1경찰공무원임용령제16조 특별채용의 요건특별채용의 자격2고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제3공무원임용시험령제27조 특별채용시험의 응시자격 등(별표7, 8)특별채용시험에 응시4공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우5공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인퇴직공직자의 취업승인 요건6공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건7관광진흥법 시행규칙제48조 응시자격관광종사원 중 호텔경영사 또는 호텔관리사 시험에 응시할 수 있는 자격8교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격9교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정10국가공무원법제36조의2 채용시험의 가점채용시험의 가점11국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대12국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격13국가기술자격법 시행규칙제3조 응시자격(별표3, 4)산업기사 응시자격14국가기술자격법 시행령제10조 국가기술자격의 등급과 응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격15국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대16국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산17국회인사규칙제20조 특별채용의 요건동종직무에 관한 자격증소지자를 특별채용하는 경우18군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제19군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산20군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격21군인사법 시행규칙제14조 부사관의 임용부사관의 자격22근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의23근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격 24근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자25근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대26기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등27독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자28병역법제53조 전시근로소집 대상 등전시근로소집 대상29병역법 시행령제79조 기간산업 분야 종사자 등의 산업기능요원 편입(별표2)기간산업분야종사자등의 산업기능요원 편입30병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원31비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위32선거관리위원회 공무원규칙제21조 특별채용의 요건(별표4)동종직무에 관한 자격증소지자를 특별채용33선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제34식품위생법제53조 조리사의 면허조리사의 자격35식품위생법 시행령제36조 조리사를 두어야 하는 영업 등조리사가 필요한 영업36장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력37중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원38지방공무원 임용령제17조 특별임용의 요건특별임용 하려는 경우39지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산40지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정41지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산42지방자치단체를 당사자로 하는 계약에 관한 법률제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준 43지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산44지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원45지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원46행정안전부 및 소방방재청 소관 비상대비자원관리법 시행규칙제2조 인력자원의 관리직종(별표)인력자원 관리직종의 자격 구분표47헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급"
일식조리기능사,진로 및 전망,"식품접객업 및 집단 급식소 등에서 조리사로 근무하거나 운영이 가능함. 업체간,지역간의 이동이 많은 편이고 고용과 임금에 있어서 안정적이지는 못한 편이지만,조리에 대한 전문가로 인정받게 되면 높은 수익과 직업적 안정성을 보장받게 된다. - 식품위생법상 대통령령이 정하는 식품접객영업자(복어조리,판매영업 등)와  집단급식소의 운영자는 조리사 자격을 취득하고, 시장·군수·구청장의 면허를  받은 조리사를 두어야 한다.* 관련법 : 식품위생법 제34조, 제36조, 같은법 시행령 제18조, 같은법 시행규칙 제46조 "
일식조리기능사,출제경향,"- 요구작업 내용 ·지급된 재료를 갖고 요구하는 작품을 시험 시간 내에 1인분을 만들어내는 작업. - 주요 평가내용 ·위생상태(개인 및 조리과정) ·조리의 기술(기구취급, 동작, 순서, 재료다듬기 방법) ·작품의 평가 ·정리정돈 및 청소 "
일식조리기능사,취득방법,"① 시 행 처 : 한국기술자격검정원 ② 시험과목 - 필기 : 식품위생 및 관련법규, 식품학, 조리이론 및원가계산, 공중보건 - 실기 : 일식조리작업 ③ 검정방법 - 필기 : 객관식 4지 택일형, 60문항 (60분) - 실기 : 작업형 (70분 정도) ④ 합격기준 : 100점 만점에 60점 이상 "
임산가공기능사,개요,"산림에서 생산·채취되는 일체의 생산물인 임산물을 이용하여 생활에 필요한 제품을 가공하고 생산하는 일로서 주로 목재식별 및 검량, 목재규격판정, 목재의 제재, 목재건조, 목질 제품제조, 화학가공(개질), 목재방부, 방충처리, 펄프제조, 지료조성, 지필형성, 마감질 및 가공, 제품검사 등 펄프 및 제지 분야의 직무를 수행"
임산가공기능사,변천과정,‘95.10.16 대통령령 제14783호‘98.05.09대통령령 제15794호‘08.11.26노동부령 제311호‘10.12.13고용노동부령 제11호현재목재방부기능사2급목재가공기능사목재가공기능사임산가공기능사임산가공기능사합판제조기능사2급목질재료기능사펄프제지기능사2급펄프제지기능사펄프제지기능사 
임산가공기능사,수행직무,"목재가공에 관한 기본적인 숙련기능을 가지고 목재 및 목질제품의 제조, 가공 및 제품 검사업무와 펄프 및 종이를 제조하는 숙련기능을 가지고 제조, 가공 및 제품 검사업무를 수행적합한 작업기계 및 공구를 운용하여 목재가공 및 목질제품의 제조작업을 할수 있다.각종 펄프 및 제지작업용 장비를 운용하여 펄프나 종이를 제조할 수 있다.목재가공·목질제품 또는 펄프·종이의 품질을 시험할 수 있다."
임산가공기능사,실시기관 홈페이지,www.q-net.or.kr
임산가공기능사,실시기관명,한국산업인력공단
임산가공기능사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1경찰공무원임용령제16조 특별채용의 요건특별채용의 자격2고등학교졸업학력 검정고시규칙제12조 과목면제과목면제3공무원수당등에 관한 규정제14조특수업무수당(별표11)특수업무수당지급4공무원임용시험령제27조 경력경쟁채용시험등의 응시자격등(별표7)경력경쟁채용시험에 응시5공무원임용시험령제31조 채용시험의 특전(별표12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증6공직자윤리법시행령제34조 취업승인관할 공직자 윤리 위원회가 취업 승인을 하는 경우7공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인 신청퇴직공직자의 취업승인 요건8공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건9교원자격검정령 시행규칙제9조 무시험검정의신청실기교사무시험검정 인때에는 국가기술자격증사본(해당과목에한한다)을 첨부하여야 무시험 자격10교육감 소속 지방공무원 평정규칙제23조 자격증등의 가점(별표5)5급 이하 공무원,연구사·지도사 및 기능직 공무원이 자격증을 소지한 경우 점수 가점평정11국가공무원법제36조의2 채용시험의 가점채용시험의 가점12국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대13국가기술자격법시행령제12조2 국가기술자격의 등급과 응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격14국가기술자격법시행령제27조 국가기술자격취득자의 취업등에 대한 우대채용·보수 및 승진등에 있어 해당 직무분야의 국가기술자격 취득자를 우대15국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산16국회인사규칙제20조 경력경쟁채용등의 요건동종 직무에 관한 자격증 소지자를 경력경쟁채용하는 경우17군무원인사법 시행규칙제16조 시험과목의 일부면제 등국가에서 실시한 각종 자격·면허 시험에합격한 사람의 자격이 임용 예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험 과목에 대한 시험은면제18군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부 작성시 자격증 및 면허증 소지자 가산19군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규 채용할 수 있는 자격20군인사법 시행규칙제14조 부사관의 임용부사관의 자격21근로자직업능력개발법 시행령제27조 직업능력 개발 훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의22근로자직업능력개발법 시행령제28조 직업능력 개발 훈련교사의 자격취득(별표2)직업능력개발훈련교사의 자격23근로자직업능력개발법 시행령제38조 다기능 기술자 과정의 학생선발방법정원 내 특별전형 대상자24근로자직업능력개발법 시행령제44조 교원등의 임용교원을 임용할 때 자격증 소지자 우대25독학에 의한 학위 취득에 관한 법률 시행령제9조 시험과목 면제대상시험과목의 전부 또는 일부를 면제받을 수 있는 자26법원공무원규칙제19조 경력경쟁채용시험등의 응시요건 등경력경쟁채용시험등의 응시요건27병역법제53조 전시근로소집 대상 등전시근로소집 대상(제2국민역 제외)28병역법시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야 할 전문연구요원 및 산업기능요원29비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위30선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제31중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원32지방공무원 임용령제17조 경력경쟁임용시험등을 통한 임용의 요건경력경쟁임용하려는 경우33지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산34지방공무원 평정규칙제23조 자격증 등의 가산점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정35지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산36지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산 시 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15 이하에 해당하는 금액을 가산37지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원38지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원 * updated : '13.12.30"
임산가공기능사,진로 및 전망,"ㅇ 펄프 및 제지관련회사, 제지 약품 및 부원료회사, 제지기계 및 부속제품 관련회사, 종이가공 및 인쇄관련회사, 펄프 및 종이제품 무역 관련회사, 펄프 및 종이관련 조합 및 단체, 목재무역 관련 종합상사, 가구회사, 합판·제재 등 목질재료 및 목재가공회사, 해외 조림 및 삼림개발회사, 산림조합, 산림조합중앙회, 산림청, 각 시도 산림관계기관 정부관련부서 등에 진출 가능하고, ［산림법] 에 따라 임업지도사 자격을 취득하여 산림조합중앙회, 산림조합에 산림경영지도원으로 진출할 수 있다.ㅇ 펄프 및 종이제조장치조작원은 숙련된 기능공을 보조하면서 기능을 습득하게 되고, 현장부서에서 일정한 실무경험이 쌓이면 반장 또는 공정별 책임자인 관리자로 성장할 수 있다."
임산가공기능사,취득방법,"① 시 행 처 : 한국산업인력공단 ② 관련학과 : 실업계 고등학교의산림과 등 관련학과 ③ 시험과목  - 필기 : 목질재료, 목재가공, 펄프제조 - 실기 : 임산가공 실무④ 검정방법  - 필기 : 전과목 혼합, 객관식 60문항 (60분)  - 실기 :작업형 (3시간 정도) ⑤ 합격기준  - 필기·실기 : 100점을 만점으로 하여 60점 이상. "
임업종묘기능사,개요,"농촌연료 중심의 조림사업에서 경제림과 특수용림 중심으로 조림저액이 변화됨에 따라   우리나라의 토양, 기후 등 산림환경에 알맞는 종묘개발과 묘목을 심는 기술개발에 필 요 한 전문인력 양성을 목적으로 자격제도 제정. "
임업종묘기능사,변천과정,’74.10.16. 대통령령 제7283호’91.10.31.대통령령 제13494호현재임업종묘기능사2급임업종묘기능사임업종묘기능사
임업종묘기능사,수행직무,"임업죵묘에 관한 숙련기능을 가지고 묘포작업, 번식, 종자채종, 정선, 묘목생산관리 및  이에 관련되는 업무를 수행. 구체적으로 각종 묘포장에서 종자를 고르고, 심고, 발아 를 촉진시키며, 묘판 흙갈이, 농약 및 비료의 살포, 제조, 솎기, 볕가림, 꺾꽂이, 접붙 임 등 임업종묘를 위한 실무를 수행하고, 수목지 묘상에서 굴취된 묘목의 뿌리구조, 가 지발육상태, 잎의 상태 등을 묘목기준표와 비교, 분리하여 기준이하의 묘목은 버리고  우량한 묘목은 조림지에 식재하기 위하여 포장함. "
임업종묘기능사,실시기관 홈페이지,http://www.q-net.or.kr
임업종묘기능사,실시기관명,한국산업인력공단 
임업종묘기능사,위 자격취득자에 대한 법령상 우대현황,"순번법령명조문내역활용내용1경찰공무원임용령제16조 특별채용의 요건특별채용의 자격2고등학교 졸업학력 검정고시 규칙제12조 과목면제고시합격자로 가늠 또는 과목면제3공무원임용시험령제31조 채용시험의 특전(별표10, 12)6급 이하 공무원 및 기능직공무원 채용시험 가산대상 자격증4공직자윤리법 시행령제34조 취업승인관할 공직자윤리위원회가 취업승인을 하는 경우5공직자윤리법의 시행에 관한 대법원규칙제37조 취업승인퇴직공직자의 취업승인 요건6공직자윤리법의 시행에 관한 헌법재판소규칙제20조 취업승인퇴직공직자의 취업승인 요건7교원자격검정령 시행규칙제9조 무시험검정의 신청실기교사무시험검정인 때에는 국가기술자격증 사본(해당과목에 한한다)을 첨부하여야 무시험자격8교육감 소속 지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정9국가공무원법제36조의2 채용시험의 가점채용시험의 가점10국가기술자격법제14조 국가기술자격 취득자에 대한 우대국가기술자격 취득자를 우대11국가기술자격법 시행규칙제21조 시험위원의 자격 등(별표16)시험위원의 자격12국가기술자격법 시행규칙제3조 응시자격(별표3, 4)산업기사 응시자격13국가기술자격법 시행령제10조 국가기술자격의 등급과 응시자격(별표1의2)기술·기능분야 국가기술자격의 응시자격14국가기술자격법 시행령제27조 국가기술자격취득자의 취업 등에 대한 우대채용·보수 및 승진 등에 있어 해당 직무분야의 국가기술자격취득자를 우대15국가를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준가격을 적용함에 있어 해당 노임단가에 그 노임단가의 100분의 15 이하에 해당하는 금액을 가산16국회인사규칙제20조 특별채용의 요건동종직무에 관한 자격증소지자를 특별채용하는 경우17군무원인사법 시행규칙제16조 시험과목의 일부 면제 등국가에서 실시한 각종 자격·면허시험에 합격한 사람의 자격이 임용예정 직급과 관련이 있는 경우에는 그 자격·면허시험에 이미 응시한 시험과목에 대한 시험은 면제18군무원인사법 시행규칙제27조 가산점(별표4)승진후보자 명부작성시 자격증 및 면허증 소지자 가산19군무원인사법 시행령제10조 특별채용 요건(별표4)특별채용시험에 의하여 신규채용할 수 있는 자격20군인사법 시행규칙제14조 부사관의 임용부사관의 자격21근로자직업능력 개발법 시행령제27조 직업능력개발훈련을 위하여 근로자를 가르칠 수 있는 사람직업능력개발훈련교사의 정의22근로자직업능력 개발법 시행령제28조 직업능력개발훈련교사의 자격 취득(별표1)직업능력개발훈련교사의자격 23근로자직업능력 개발법 시행령제38조 다기능기술자과정의 학생선발방법정원 내 특별전형대상자24근로자직업능력 개발법 시행령제44조 교원 등의 임용교원을 임용할 때 자격증 소지자 우대25기능장려법 시행령제3조 영업의 우선적 인ㆍ허가등영업의 우선적 인ㆍ허가등26독학에 의한 학위취득에 관한 법률 시행령제9조 시험과목면제 대상시험과목의 전부 또는 일부를 면제받을 수 있는 자27법원공무원규칙제19조 특별채용시험의 응시요건등(별표5의1)특별채용시험의 응시요건28병역법제53조 전시근로소집 대상 등전시근로소집 대상29병역법 시행령제79조 기간산업 분야 종사자 등의 산업기능요원 편입(별표2)기간산업분야종사자등의 산업기능요원 편입30병역법 시행령제83조 전문연구요원 및 산업기능요원이 종사할 해당 분야 등분야에 종사해야할 전문연구요원 및 산업기능요원31비상대비자원 관리법제2조 대상자원의 범위대상자원의 범위32산림자원의 조성 및 관리에 관한 법률 시행령제12조 종묘생산업자의 자격 등종묘생산업자의 자격33산림자원의 조성 및 관리에 관한 법률 시행령제31조 산림경영지도원산림경영지도원의 자격기준34선박직원법 시행령제11조 시험과목필기시험의 해당 과목을 면제35장애인 등에 대한 특수교육법 시행령제17조 전문인력의 자격 기준 등자격이 있는 진로 및 직업교육을 담당하는 전문인력36중소기업인력지원 특별법제28조 근로자의 창업지원 등당해 직종과 관련된 분야에서 신기술에 기반한 창업을 하고자 하는 경우 지원37지방공무원 임용령제17조 특별임용의 요건특별임용 하려는 경우38지방공무원 임용령제55조의3 자격증 소지자에 대한 신규임용시험의 특전6급 이하 공무원 및 기능직공무원 신규임용시험 시 필기시험 점수 가산39지방공무원 평정규칙제23조 자격증 등의 가점5급 이하 공무원, 연구사·지도사 및 기능직공무원이 자격증을 소지한 경우 점수 가점 평정40지방공무원법제34조의2 신규임용시험의 가점공무원 신규임용시험시 점수 가산41지방자치단체를 당사자로 하는 계약에 관한 법률제57조 주민참여감독자의 자격주민대표자의추천을받을수있는사람의자격기준 42지방자치단체를 당사자로 하는 계약에 관한 법률 시행규칙제7조 원가계산을 할 때 단위당 가격의 기준지방자치단체의 장 또는 계약담당자는 가격을 적용함에 있어 당해 노임단가에 동 노임단가의 100분의 15이하에 해당하는 금액을 가산43지방자치단체를 당사자로 하는 계약에 관한 법률 시행령제106조 계약심의위원회의 구성계약심의위원회의 위원44지역균형개발 및 지방중소기업 육성에 관한 법률 시행령제59조 인력의 지역정착지원인력의 지역정착지원45헌법재판소 공무원 규칙제21조 전직시험의 면제(별표7)전직시험의 면제46헌법재판소 공무원 수당규칙제6조 특수업무수당(별표2)특수업무수당지급 "
임업종묘기능사,진로 및 전망," 산림청, 임업연구원, 지방산림관서 등의 종묘관련부서 공무원으로 진출하거나 임업시   험장, 각 도 산림환경연구소, 국립공원관리공단, 임업종묘생산업체, 목재관련 종합상   사, 제지회사, 가구회사, 합판 등 목재회사, 해외조림 및 삼림개발회사에 진출할 수    있다.「산림법」에 따라 임업지도원 자격을 취득하여 산림조합중앙회, 산림조합에 임   업기술지도원으로 진출할 수 있다. - 우리나라는 산림녹화사업을 기반으로 산지의 소득원을 개발하고 산림의 공익기능을    증진하여 산지활용의 극대화를 위해 노력해왔다. 특히 관상수, 조경수, 공원수와 같   이 조림용 이외 묘목수요가 증가하고 있고, 획일적인 조림권장 수종이 시대에서 산주   가 요구하는 수종을 양묘해야 할 시대로 변하고 있어 묘목의 질적향상을 도모할 필요   가 있다. 「산림법」에도 임업기술지도 및 보급사무를 전담하기 위해 임업지도사, 임   업지도원을 임업협동조합 등에 배치하도록 하는 규정이 있다.  최근 응시자와 합격자   수가 감소하고 있다."
임업종묘기능사,출제경향, 임업종자 및 묘목의 생산작업. - 출제기준 및공개문제 참고
임업종묘기능사,취득방법,① 시 행 처 : 한국산업인력공단 ② 관련학과 : 실업계 고등학교의 임학과. ③ 시험과목 - 필기 : 1.조림 2.산림보호 - 실기 : 임업종묘 생산작업 ④ 검정방법 - 필기 : 객관식 4지 택일형 60문항(60분) - 실기 : 작업형(2시간 정도) ⑤ 합격기준 - 100점 만점에 60점 이상 득점자 
자기비파괴검사기능사,개요,비파괴검사의 기초원리에 대한 이론적 지식을 숙지하여 시험결과의 해석 및 판정에 오류가 발생하는 것을 방지하고 검사결과의 신뢰성을 확보하기 위하여 자격제도 제정. 
자기비파괴검사기능사,변천과정,’77.12.31. 대통령령 제8799호’79.01.06. 대통령령 제9278호’91.10.31. 대통령령 제13494호’98.05.09. 대통령령 제15794호현재비파괴검사기능사2급(전자기침투탐상)택( 1택 1택 1택 1비파괴검사기능사2급(자기탐상)비파괴검사기능사(자기탐상)자기비파괴검사기능사자기비파괴검사기능사비파괴검사기능사2급(침투탐상)비파괴검사기능사(침투탐상)침투비파괴검사기능사침투비파괴검사기능사 비파괴검사기능사2급(자기탐상)비파괴검사기능사(자기탐상)자기비파괴검사기능사자기비파괴검사기능사
자기비파괴검사기능사,수행직무,자성의 성질을 이용한 비파괴검사에 대해 주로 현장실무를 담당하며 검사방법 및 절차에 따라 적절한 도구를 이용하여 실제적인 비파괴검사업무를 수행. 
자기비파괴검사기능사,실시기관 홈페이지,http://www.q-net.or.kr
자기비파괴검사기능사,실시기관명,한국산업인력공단 
